# Geom ID       ; Period                                    ; Status flags
[1204:0.0.0.0] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.74] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.75] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.76] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.77] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.78] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.79] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.80] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.81] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.82] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.83] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.84] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.85] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.86] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.87] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.88] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.89] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.90] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.91] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.92] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.93] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.94] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.95] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.96] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.97] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.98] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.99] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.100] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.101] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.102] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.103] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.104] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.105] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.106] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.107] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.108] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.109] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.110] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.111] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.6.112] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.0] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.1] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.2] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.3] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.4] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.5] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.6] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.7] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.8] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.9] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.10] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.11] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.12] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.13] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.14] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.15] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.16] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.17] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.18] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.19] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.20] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.21] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.22] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.23] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.24] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.25] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.26] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.27] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.28] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.29] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.30] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.31] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.32] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.33] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.34] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.35] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.36] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.37] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.38] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.39] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.40] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.41] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.56] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.57] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.58] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.59] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.60] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.61] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.62] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.63] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.64] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.65] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.66] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.67] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.68] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.69] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.70] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.71] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.72] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.73] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.74] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.75] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.76] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.77] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.78] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.79] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.80] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.81] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.82] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.83] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.84] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.85] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.86] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.87] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.88] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.89] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.90] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.91] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.92] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.93] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.94] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.95] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.96] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.97] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.98] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.99] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.100] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.101] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.102] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.103] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.104] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.105] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.106] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.107] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.108] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.109] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.110] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.111] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.7.112] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.0] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.1] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.2] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.3] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.4] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.5] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.6] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.7] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.8] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.9] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.10] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.11] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.12] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.13] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.14] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.15] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.16] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.17] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.18] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.19] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.20] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.21] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.22] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.23] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.24] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.25] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.26] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.27] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.28] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.29] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.30] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.31] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.32] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.33] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.34] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.35] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.36] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.37] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.38] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.39] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.40] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.41] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.56] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.57] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.58] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.59] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.60] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.61] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.62] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.63] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.64] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.65] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.66] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.67] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.68] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.69] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.70] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.71] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.72] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.73] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.74] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.75] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.76] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.77] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.78] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.79] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.80] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.81] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.82] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.83] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.84] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.85] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.86] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.87] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.88] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.89] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.90] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.91] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.92] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.93] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.94] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.95] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.96] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.97] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.98] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.99] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.100] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.101] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.102] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.103] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.104] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.105] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.106] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.107] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.108] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.109] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.110] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.111] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.8.112] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
